Rank;Full Journal Title;JCR Abbreviated Title;Issn;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Average Journal Impact Factor Percentile;Normalized Eigenfactor
10091;Willdenowia;WILLDENOWIA;0511-9618;538;0.500;0.395;0.680;0.371;35;9.8;>10.0;0.000430;0.167;100.000;18.421;0.04856
10091;ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE;Z KL PSYCH PSYCHOTH;1616-3443;360;0.500;0.457;0.941;0.0;21;9.2;9.1;0.000480;0.267;100.000;11.066;0.05432
10142;Iranian Journal of Public Health;IRAN J PUBLIC HEALTH;2251-6085;803;0.498;0.400;0.618;0.088;193;4.7;7.9;0.001440;0.131;87.050;5.234;0.16386
10142;Iranian Journal of Public Health;IRAN J PUBLIC HEALTH;2251-6085;803;0.498;0.400;0.618;0.088;193;4.7;7.9;0.001440;0.131;87.050;5.234;0.16386
10142;Polimeros-Ciencia e Tecnologia;POLIMEROS;0104-1428;611;0.498;0.353;0.618;0.067;90;6.4;8.7;0.000580;0.086;98.890;11.176;0.06623
10142;Revista Ciencia Agronomica;REV CIENC AGRON;1806-6690;500;0.498;0.463;0.611;0.04;100;4.9;8.8;0.001750;0.209;100.000;37.719;0.19918
10146;CHINESE JOURNAL OF CHEMICAL PHYSICS;CHINESE J CHEM PHYS;1674-0068;532;0.496;0.415;0.499;0.105;124;5.3;8.6;0.001150;0.127;98.390;4.286;0.13065
10146;NATION;NATION;0027-8378;713;0.496;0.496;0.355;0.248;157;7.7;>10.0;0.002710;0.230;100.000;28.528;0.30893
10146;OPTICAL REVIEW;OPT REV;1340-6000;721;0.496;0.448;0.555;0.107;122;8.2;9.4;0.000960;0.128;100.000;9.444;0.10936
10149;BULLETIN OF THE ATOMIC SCIENTISTS;B ATOM SCI;0096-3402;354;0.495;0.378;0.617;0.864;59;4.6;3.8;0.001170;0.297;100.000;24.667;0.13368
10149;PETROLEUM CHEMISTRY;PETROL CHEM+;0965-5441;527;0.495;0.335;0.627;0.025;122;5.5;>10.0;0.000920;0.132;96.720;16.258;0.10454
10151;ANNALES DE L INSTITUT FOURIER;ANN I FOURIER;0373-0956;2,018;0.494;0.474;0.638;0.026;78;>10.0;>10.0;0.006490;1.086;100.000;34.135;0.73949
10151;ARQUIVOS BRASILEIROS DE OFTALMOLOGIA;ARQ BRAS OFTALMOL;0004-2749;537;0.494;0.439;0.558;0.067;90;6.0;9.4;0.001220;0.171;93.330;2.679;0.13924
10151;CARYOLOGIA;CARYOLOGIA;0008-7114;797;0.494;0.326;0.664;0.098;51;>10.0;>10.0;0.000490;0.134;98.040;11.655;0.05624
10151;Dermatologica Sinica;DERMATOL SIN;1027-8117;151;0.494;0.383;0.673;0.116;43;3.7;8.5;0.000460;0.183;83.720;7.377;0.05210
10155;ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING;ARCH TIERZUCHT;0003-9438;545;0.493;0.443;0.565;0.0;61;7.7;9.5;0.000870;0.162;96.720;25.000;0.09936
10155;Gastroenterology Nursing;GASTROENTEROL NURS;1042-895X;327;0.493;0.464;0.732;0.054;37;7.7;8.8;0.000540;0.216;100.000;9.174;0.06105
10155;Gastroenterology Nursing;GASTROENTEROL NURS;1042-895X;327;0.493;0.464;0.732;0.054;37;7.7;8.8;0.000540;0.216;100.000;9.174;0.06105
10155;Medicina del Lavoro;MED LAV;0025-7818;284;0.493;0.247;0.425;0.135;37;8.3;8.6;0.000290;0.085;100.000;4.335;0.03346
10155;Revista Mexicana de Biodiversidad;REV MEX BIODIVERS;1870-3453;597;0.493;0.407;Not Available;0.044;136;4.6;>10.0;0.001780;Not Available;99.260;21.429;0.20317
10155;Spanish Journal of Psychology;SPAN J PSYCHOL;1138-7416;795;0.493;0.447;0.838;0.049;103;5.5;>10.0;0.002110;0.256;100.000;18.992;0.23993
10155;Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry;SYNTH REACT INORG M;1553-3174;1,529;0.493;0.419;0.521;0.17;276;9.0;9.7;0.001330;0.078;99.640;3.136;0.15145
10155;TOPOLOGY AND ITS APPLICATIONS;TOPOL APPL;0166-8641;1,900;0.493;0.254;0.500;0.131;313;8.1;>10.0;0.006020;0.276;100.000;25.470;0.68599
10163;AMERICAN JOURNAL OF FAMILY THERAPY;AM J FAM THER;0192-6187;455;0.492;0.431;0.483;0.029;35;>10.0;>10.0;0.000310;0.142;100.000;12.271;0.03549
10163;Annals of Functional Analysis;ANN FUNCT ANAL;2008-8752;99;0.492;0.492;0.615;0.138;80;Not Available;>10.0;0.000740;0.343;100.000;25.113;0.08463
10163;Asian Studies Review;ASIAN STUD REV;1035-7823;163;0.492;0.477;0.565;0.545;33;4.7;8.0;0.000380;0.191;90.910;58.820;0.04324
10163;JOURNAL OF BRITISH STUDIES;J BRIT STUD;0021-9371;414;0.492;0.393;0.448;0.333;30;>10.0;>10.0;0.000490;0.222;100.000;78.736;0.05538
10163;JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS;J AM SOC BREW CHEM;0361-0470;563;0.492;0.308;0.669;0.1;50;>10.0;>10.0;0.000340;0.134;94.000;10.661;0.03844
10163;SCHWEIZER ARCHIV FUR TIERHEILKUNDE;SCHWEIZ ARCH TIERH;0036-7281;470;0.492;0.424;0.439;0.039;51;9.2;10.0;0.000510;0.118;96.080;28.623;0.05819
10169;CRIME LAW AND SOCIAL CHANGE;CRIME LAW SOCIAL CH;0925-4994;441;0.491;0.435;0.544;0.0;27;8.6;8.4;0.001000;0.255;100.000;24.737;0.11373
10169;FERROELECTRICS;FERROELECTRICS;0015-0193;4,414;0.491;0.405;0.535;0.113;282;>10.0;9.2;0.003190;0.129;100.000;9.732;0.36360
10169;INDIAN JOURNAL OF CHEMICAL TECHNOLOGY;INDIAN J CHEM TECHN;0971-457X;660;0.491;0.491;0.737;0.0;35;8.2;9.6;0.000660;0.151;100.000;15.255;0.07509
10172;Games and Culture;GAMES CULT;1555-4120;282;0.490;0.388;1.045;0.0;26;6.6;8.3;0.000530;0.310;96.150;43.846;0.05988
10173;ANIMAL BIODIVERSITY AND CONSERVATION;ANIM BIODIV CONSERV;1578-665X;344;0.489;0.422;0.781;0.227;22;>10.0;>10.0;0.000530;0.257;100.000;19.388;0.06059
10173;East Asian Journal on Applied Mathematics;E ASIAN J APPL MATH;2079-7362;58;0.489;0.422;0.640;0.042;24;Not Available;>10.0;0.000560;0.414;100.000;16.339;0.06344
10173;German Journal of Agricultural Economics;GER J AGR ECON;0002-1121;111;0.489;0.404;0.375;0.2;25;6.6;5.5;0.000340;0.173;100.000;26.471;0.03820
10173;International Journal of Ad Hoc and Ubiquitous Computing;INT J AD HOC UBIQ CO;1743-8225;221;0.489;0.430;0.493;0.143;63;4.2;7.1;0.000550;0.125;100.000;11.700;0.06219
10173;Journal of Cold War Studies;J COLD WAR STUD;1520-3972;140;0.489;0.468;0.585;0.25;20;6.5;>10.0;0.001020;0.635;100.000;43.500;0.11611
10173;OXIDATION COMMUNICATIONS;OXID COMMUN;0209-4541;368;0.489;0.092;0.337;0.377;199;2.9;8.2;0.000150;0.018;100.000;11.963;0.01663
10173;SENSORS AND MATERIALS;SENSOR MATER;0914-4935;281;0.489;0.447;0.508;0.054;111;6.2;7.8;0.000350;0.090;95.500;12.139;0.03951
10180;ACM SIGPLAN NOTICES;ACM SIGPLAN NOTICES;0362-1340;3,657;0.488;0.372;0.754;0.044;389;7.6;7.8;0.011070;0.397;100.000;13.679;1.26228
10180;CHINESE JOURNAL OF INORGANIC CHEMISTRY;CHINESE J INORG CHEM;1001-4861;1,442;0.488;0.276;0.421;0.12;317;4.7;6.3;0.001470;0.048;97.790;1.087;0.16751
10180;International Journal of Feminist Approaches To Bioethics;INT J FEM APPROACHES;1937-4585;90;0.488;0.488;Not Available;0.062;16;Not Available;8.2;0.000340;Not Available;93.750;20.565;0.03842
10180;JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION;J PAK MED ASSOC;0030-9982;1,601;0.488;0.425;0.566;0.123;260;6.1;9.5;0.002710;0.134;97.690;12.702;0.30899
10180;TRANSPORTATION JOURNAL;TRANSPORT J;0041-1612;332;0.488;0.317;0.697;0.0;20;>10.0;10.0;0.000260;0.171;100.000;10.286;0.02922
10185;ARCHIV FUR GEFLUGELKUNDE;ARCH GEFLUGELKD;0003-9098;292;0.487;0.487;0.488;Not Available;0;>10.0;Not Available;0.000360;0.144;Not Available;23.276;0.04129
10185;B-ENT;B-ENT;0001-6497;276;0.487;0.311;0.436;0.0;63;5.9;7.7;0.000420;0.087;96.830;5.814;0.04791
10185;BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT;BIOTECHNOL AGRON SOC;1370-6233;376;0.487;0.487;0.676;0.051;39;5.7;9.9;0.000840;0.187;100.000;16.554;0.09617
10185;CYBIUM;CYBIUM;0399-0974;798;0.487;0.449;0.645;0.061;33;>10.0;>10.0;0.000650;0.198;100.000;15.839;0.07425
10189;BOTHALIA;BOTHALIA;0006-8241;278;0.486;0.457;0.550;0.0;9;>10.0;>10.0;0.000160;0.136;100.000;16.507;0.01869
10189;BRAGANTIA;BRAGANTIA;1678-4499;790;0.486;0.367;Not Available;0.067;60;7.7;9.3;0.001460;Not Available;100.000;35.965;0.16621
10189;Crime Media Culture;CRIME MEDIA CULT;1741-6590;217;0.486;0.429;1.000;0.0;17;6.9;>10.0;0.000510;0.380;100.000;21.538;0.05767
10189;FUNCTIONAL ANALYSIS AND ITS APPLICATIONS;FUNCT ANAL APPL+;0016-2663;1,600;0.486;0.419;0.527;0.0;45;>10.0;>10.0;0.001460;0.524;100.000;24.559;0.16614
10189;Homology Homotopy and Applications;HOMOL HOMOTOPY APPL;1532-0073;237;0.486;0.446;0.654;0.0;36;6.7;>10.0;0.001970;0.802;100.000;24.559;0.22404
10189;INVERTEBRATE REPRODUCTION & DEVELOPMENT;INVERTEBR REPROD DEV;0792-4259;547;0.486;0.444;0.516;0.211;38;>10.0;>10.0;0.000440;0.189;100.000;8.471;0.05055
10195;Brazilian Journal of Pharmaceutical Sciences;BRAZ J PHARM SCI;1984-8250;346;0.485;0.454;0.593;0.014;74;4.3;8.8;0.000790;0.113;91.890;4.902;0.09059
10195;CERAMICS-SILIKATY;CERAM-SILIKATY;0862-5468;371;0.485;0.433;0.525;0.0;37;7.1;9.5;0.000550;0.132;100.000;20.370;0.06305
10195;Education and Treatment of Children;EDUC TREAT CHILD;0748-8491;697;0.485;0.441;Not Available;0.154;26;8.7;9.3;0.001240;Not Available;96.150;13.489;0.14080
10195;St Petersburg Mathematical Journal;ST PETERSB MATH J+;1061-0022;541;0.485;0.404;0.469;0.089;45;>10.0;>10.0;0.001910;0.519;100.000;32.532;0.21750
10195;Zeitschrift fur Erziehungswissenschaft;Z ERZIEHWISS;1434-663X;395;0.485;0.408;0.500;0.043;47;6.3;9.7;0.001070;0.190;95.740;20.563;0.12166
10200;International Journal of Arts Management;INT J ARTS MANAG;1480-8986;136;0.484;0.452;0.551;0.0;18;9.1;9.4;0.000120;0.099;100.000;12.240;0.01324
10200;Journal of Social Work;J SOC WORK;1468-0173;291;0.484;0.422;0.921;0.1;30;6.3;>10.0;0.000610;0.288;100.000;18.293;0.06903
10200;MAYDICA;MAYDICA;0025-6153;618;0.484;0.484;0.695;Not Available;0;>10.0;Not Available;0.000490;0.187;Not Available;20.966;0.05604
10200;Markov Processes and Related Fields;MARKOV PROCESS RELAT;1024-2953;246;0.484;0.469;Not Available;0.314;35;7.8;>10.0;0.001200;Not Available;100.000;19.106;0.13669
10200;TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA;T ROY SOC SOUTH AUST;0372-1426;386;0.484;0.323;0.290;0.6;20;>10.0;>10.0;0.000090;0.083;90.000;40.476;0.00987
10200;TURKISH JOURNAL OF PEDIATRICS;TURKISH J PEDIATR;0041-4301;884;0.484;0.476;0.638;0.017;60;6.6;>10.0;0.001650;0.175;100.000;6.250;0.18774
10206;JOURNAL OF PIDGIN AND CREOLE LANGUAGES;J PIDGIN CREOLE LANG;0920-9034;114;0.483;0.345;0.683;0.0;11;7.6;>10.0;0.000170;0.181;100.000;41.713;0.01964
10206;JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION;J AM PODIAT MED ASSN;8750-7315;1,276;0.483;0.438;0.705;0.136;81;>10.0;>10.0;0.001110;0.186;92.590;8.784;0.12700
10206;Norsk Geografisk Tidsskrift-Norwegian Journal of Geography;NORSK GEOGR TIDSSKR;0029-1951;381;0.483;0.466;0.729;0.25;24;>10.0;>10.0;0.000380;0.214;100.000;12.338;0.04344
10206;Seminars in Plastic Surgery;SEMIN PLAST SURG;1535-2188;373;0.483;0.483;Not Available;0.065;31;6.0;>10.0;0.000900;Not Available;100.000;7.750;0.10280
10206;Translator;TRANSLATOR;1355-6509;149;0.483;0.483;0.534;0.0;16;>10.0;>10.0;0.000310;0.283;100.000;34.464;0.03563
10211;Agricultural Economics-Zemedelska Ekonomika;AGR ECON-CZECH;0139-570X;222;0.482;0.286;0.477;0.074;54;4.5;8.9;0.000390;0.087;100.000;23.265;0.04481
10211;Agricultural Economics-Zemedelska Ekonomika;AGR ECON-CZECH;0139-570X;222;0.482;0.286;0.477;0.074;54;4.5;8.9;0.000390;0.087;100.000;23.265;0.04481
10211;European Law Journal;EUR LAW J;1351-5993;446;0.482;0.253;0.534;0.55;40;8.2;>10.0;0.000660;0.227;100.000;33.221;0.07553
10211;INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL;INFORM RES;1368-1613;591;0.482;0.388;0.694;0.188;69;7.5;8.3;0.000730;0.151;97.100;29.651;0.08347
10211;Music Education Research;MUSIC EDUC RES;1461-3808;271;0.482;0.339;0.504;0.032;31;8.4;>10.0;0.000270;0.131;96.770;20.130;0.03043
10211;SPECTROSCOPY;SPECTROSCOPY-US;0887-6703;401;0.482;0.348;0.418;0.255;51;8.3;7.8;0.000410;0.076;98.040;5.814;0.04661
10217;Animal Cells and Systems;ANIM CELLS SYST;1976-8354;118;0.481;0.398;0.391;0.091;55;3.1;9.7;0.000380;0.099;100.000;8.501;0.04305
10217;Erwerbs-Obstbau;ERWERBS-OBSTBAU;0014-0309;60;0.481;0.333;0.392;0.042;24;Not Available;9.5;0.000100;0.086;100.000;39.706;0.01098
10217;FOREST PRODUCTS JOURNAL;FOREST PROD J;0015-7473;1,829;0.481;0.430;0.716;0.066;61;>10.0;9.0;0.001060;0.199;81.970;28.084;0.12061
10217;Journal of Australian Political Economy;J AUST POLIT ECON;0156-5826;66;0.481;0.444;0.325;0.0;12;Not Available;>10.0;0.000150;0.126;100.000;26.476;0.01739
10217;LC GC EUROPE;LC GC EUR;1471-6577;310;0.481;0.308;0.473;0.246;61;6.0;6.0;0.000460;0.101;95.080;7.333;0.05200
10217;RUSSIAN JOURNAL OF GENERAL CHEMISTRY;RUSS J GEN CHEM+;1070-3632;2,939;0.481;0.300;0.452;0.119;444;9.7;>10.0;0.002330;0.076;99.770;11.350;0.26549
10217;RUSSIAN JOURNAL OF NEMATOLOGY;RUSS J NEMATOL;0869-6918;127;0.481;0.407;0.475;0.067;15;9.6;>10.0;0.000170;0.141;100.000;14.596;0.01940
10217;STUDIES IN PHILOSOPHY AND EDUCATION;STUD PHILOS EDUC;0039-3746;275;0.481;0.338;0.589;0.098;51;7.1;>10.0;0.000730;0.247;84.310;19.697;0.08371
10217;ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE;Z GEBURTSH NEONATOL;0948-2393;157;0.481;0.352;0.371;0.088;34;7.0;7.4;0.000210;0.089;88.240;3.646;0.02447
10226;BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN;B BELG MATH SOC-SIM;1370-1444;361;0.480;0.432;0.414;0.0;61;7.9;>10.0;0.001480;0.304;100.000;32.212;0.16823
10226;Contributions to Discrete Mathematics;CONTRIB DISCRET MATH;1715-0868;43;0.480;0.440;Not Available;0.167;6;Not Available;>10.0;0.000560;Not Available;100.000;32.212;0.06386
10226;Finance Research Letters;FINANC RES LETT;1544-6123;247;0.480;0.360;0.639;0.126;95;6.6;9.6;0.000790;0.337;100.000;18.617;0.09002
10226;GRAPHS AND COMBINATORICS;GRAPH COMBINATOR;0911-0119;653;0.480;0.407;0.478;0.016;186;9.5;>10.0;0.003400;0.475;100.000;32.212;0.38721
10226;Journal of Addictions Nursing;J ADDICT NURS;1088-4602;111;0.480;0.360;0.454;0.065;31;5.9;7.7;0.000270;0.152;93.550;7.452;0.03115
10226;Journal of Addictions Nursing;J ADDICT NURS;1088-4602;111;0.480;0.360;0.454;0.065;31;5.9;7.7;0.000270;0.152;93.550;7.452;0.03115
10226;Nations and Nationalism;NATIONS NATL;1354-5078;579;0.480;0.373;0.930;0.024;41;>10.0;>10.0;0.001390;0.493;100.000;38.040;0.15793
10233;Acta Crystallographica Section C-Structural Chemistry;ACTA CRYSTALLOGR C;2053-2296;5,071;0.479;0.388;0.413;5.347;193;>10.0;8.0;0.001650;0.084;100.000;8.253;0.18794
10233;Action Research;ACTION RES-LONDON;1476-7503;256;0.479;0.458;0.839;0.208;24;6.8;9.2;0.000400;0.237;100.000;20.859;0.04570
10233;CANADIAN METALLURGICAL QUARTERLY;CAN METALL QUART;0008-4433;792;0.479;0.453;0.540;0.22;41;>10.0;>10.0;0.000790;0.190;100.000;25.342;0.08962
10233;DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT;DEUT ENTOMOL Z;1435-1951;530;0.479;0.396;0.527;0.059;17;>10.0;>10.0;0.000350;0.210;94.120;18.617;0.03980
10233;JOURNAL OF BIOLOGICAL SYSTEMS;J BIOL SYST;0218-3390;308;0.479;0.466;0.661;0.0;45;7.1;>10.0;0.000600;0.206;100.000;8.025;0.06829
10233;Journal of Baltic Science Education;J BALT SCI EDUC;1648-3898;135;0.479;0.185;0.523;0.049;61;3.4;9.9;0.000240;0.082;100.000;19.264;0.02763
10233;MEDICAL HISTORY;MED HIST;0025-7273;457;0.479;0.354;0.545;0.167;24;>10.0;>10.0;0.000340;0.172;100.000;38.093;0.03910
10233;MEDICAL HISTORY;MED HIST;0025-7273;457;0.479;0.354;0.545;0.167;24;>10.0;>10.0;0.000340;0.172;100.000;38.093;0.03910
10233;POSITIVITY;POSITIVITY;1385-1292;319;0.479;0.405;0.532;0.123;57;6.3;>10.0;0.001630;0.400;100.000;31.250;0.18534
10242;JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS;J KNOT THEOR RAMIF;0218-2165;702;0.478;0.244;0.484;0.118;102;8.4;>10.0;0.003100;0.387;100.000;30.929;0.35314
10242;PAKISTAN JOURNAL OF ZOOLOGY;PAK J ZOOL;0030-9923;810;0.478;0.279;0.509;0.136;236;4.0;>10.0;0.001370;0.086;99.580;13.354;0.15615
10242;Revista Brasileira de Engenharia Agricola e Ambiental;REV BRAS ENG AGR AMB;1807-1929;1,074;0.478;0.350;0.622;0.05;180;5.8;7.3;0.002130;0.157;99.440;25.000;0.24262
10242;SOUTHWESTERN ENTOMOLOGIST;SOUTHWEST ENTOMOL;0147-1724;423;0.478;0.319;0.524;0.023;87;9.4;>10.0;0.000590;0.125;100.000;17.553;0.06723
10246;Foreign Policy Analysis;FOREIGN POL ANAL-US;1743-8586;212;0.477;0.477;1.065;0.227;22;5.5;>10.0;0.001090;0.666;100.000;23.837;0.12390
10246;Journal of Plant Diseases and Protection;J PLANT DIS PROTECT;1861-3829;289;0.477;0.385;0.533;0.097;31;7.5;>10.0;0.000380;0.149;93.550;24.880;0.04298
10246;MIDDLE EAST POLICY;MIDDLE EAST POLICY;1061-1924;181;0.477;0.360;0.531;0.081;37;4.9;4.0;0.000960;0.300;100.000;39.093;0.10901
10246;Revista de Investigacion Clinica-Clinical and Translational Investigation;REV INVEST CLIN;2385-3956;374;0.477;0.438;0.402;0.103;39;8.5;8.5;0.000490;0.097;84.620;17.097;0.05614
10246;Text & Talk;TEXT TALK;1860-7330;262;0.477;0.400;0.635;0.029;34;6.8;>10.0;0.000980;0.379;100.000;33.279;0.11119
10251;Archives of Clinical Psychiatry;ARCH CLIN PSYCHIAT;0101-6083;250;0.476;0.381;0.472;0.0;30;8.2;7.3;0.000300;0.102;60.000;5.986;0.03443
10251;Czech Journal of Genetics and Plant Breeding;CZECH J GENET PLANT;1212-1975;209;0.476;0.397;0.728;0.0;22;5.1;>10.0;0.000460;0.170;95.450;19.885;0.05271
10251;JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME;J PRESS VESS-T ASME;0094-9930;1,307;0.476;0.376;0.499;0.183;120;>10.0;>10.0;0.001710;0.190;99.170;17.045;0.19472
10251;Language Matters;LANG MATTERS;1022-8195;75;0.476;0.381;0.466;0.0;21;Not Available;>10.0;0.000200;0.147;100.000;40.055;0.02226
10251;Malaysian Journal of Computer Science;MALAYS J COMPUT SCI;0127-9084;65;0.476;0.429;0.420;0.05;20;Not Available;8.3;0.000100;0.078;100.000;7.793;0.01191
10251;Malaysian Journal of Library & Information Science;MALAYS J LIBR INF SC;1394-6234;104;0.476;0.333;0.518;0.05;20;5.5;8.5;0.000260;0.153;100.000;28.488;0.03000
10251;Terminology;TERMINOLOGY;0929-9971;91;0.476;0.381;0.346;0.0;10;Not Available;>10.0;0.000070;0.084;100.000;40.055;0.00750
10258;CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES;CAN PUBLIC POL;0317-0861;413;0.475;0.350;0.924;0.477;44;8.2;6.4;0.001130;0.473;100.000;18.085;0.12883
10258;CMC-Computers Materials & Continua;CMC-COMPUT MATER CON;1546-2218;319;0.475;0.353;0.602;0.1;20;5.2;9.0;0.001210;0.228;100.000;15.938;0.13739
10258;JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY;J COMPUT SCI TECH-CH;1000-9000;604;0.475;0.435;0.661;0.0;97;5.8;6.1;0.001560;0.218;100.000;14.701;0.17834
10258;Journal of Hospice & Palliative Nursing;J HOSP PALLIAT NURS;1522-2179;260;0.475;0.336;0.540;0.046;65;5.1;5.7;0.000540;0.135;96.920;10.439;0.06177
10258;Journal of Hospice & Palliative Nursing;J HOSP PALLIAT NURS;1522-2179;260;0.475;0.336;0.540;0.046;65;5.1;5.7;0.000540;0.135;96.920;10.439;0.06177
10258;REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA;REV BIOL MAR OCEANOG;0717-3326;464;0.475;0.425;0.721;0.036;56;6.1;>10.0;0.001020;0.216;96.430;6.616;0.11621
10258;Revista Iberoamericana de Automatica e Informatica Industrial;REV IBEROAM AUTOM IN;1697-7912;111;0.475;0.375;0.362;0.091;44;4.4;8.4;0.000200;0.063;97.730;13.898;0.02256
10265;AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY;AIRCR ENG AEROSP TEC;1748-8842;297;0.474;0.395;0.519;0.143;63;7.2;9.8;0.000500;0.141;100.000;28.333;0.05671
10265;Communications in Number Theory and Physics;COMMUN NUMBER THEORY;1931-4523;280;0.474;0.447;1.726;0.692;13;5.7;>10.0;0.001790;1.405;100.000;16.199;0.20349
10265;Journal of Plant Registrations;J PLANT REGIST;1936-5209;399;0.474;0.346;0.637;0.175;80;5.3;>10.0;0.000700;0.138;100.000;19.044;0.07967
10265;Journal of Tourism and Cultural Change;J TOUR CULT CHANGE;1476-6825;130;0.474;0.447;0.569;0.053;19;6.4;>10.0;0.000290;0.188;100.000;12.500;0.03305
10265;Psihologija;PSIHOLOGIJA;0048-5705;99;0.474;0.386;0.500;0.0;26;Not Available;>10.0;0.000330;0.164;100.000;18.217;0.03740
10265;SURVIVAL;SURVIVAL;0039-6338;391;0.474;0.409;0.455;0.27;63;7.6;2.6;0.001270;0.261;96.830;23.793;0.14442
10271;ARCHIVES OF NATURAL HISTORY;ARCH NAT HIST;0260-9541;126;0.473;0.182;0.304;0.182;33;9.6;>10.0;0.000170;0.091;100.000;53.182;0.01956
10271;ARCHIVES OF NATURAL HISTORY;ARCH NAT HIST;0260-9541;126;0.473;0.182;0.304;0.182;33;9.6;>10.0;0.000170;0.091;100.000;53.182;0.01956
10271;CHEMISTRY OF NATURAL COMPOUNDS;CHEM NAT COMPD+;0009-3130;2,449;0.473;0.328;0.543;0.088;331;8.9;>10.0;0.002160;0.094;100.000;4.237;0.24592
10271;IET Software;IET SOFTW;1751-8806;145;0.473;0.455;0.519;0.0;18;4.7;8.6;0.000570;0.205;94.440;11.792;0.06533
10271;SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES;SOC SCI INFORM;0539-0184;813;0.473;0.436;0.847;0.0;26;>10.0;>10.0;0.000720;0.330;100.000;28.136;0.08203
10276;European Journal of Trauma and Emergency Surgery;EUR J TRAUMA EMERG S;1863-9933;302;0.472;0.422;0.442;0.359;78;4.4;9.6;0.000780;0.125;69.230;22.917;0.08900
10276;International Journal of Microwave and Wireless Technologies;INT J MICROW WIREL T;1759-0787;173;0.472;0.403;0.391;0.063;95;3.3;7.3;0.000900;0.158;100.000;14.865;0.10215
10276;Radiation Effects and Defects in Solids;RADIAT EFF DEFECT S;1042-0150;1,020;0.472;0.383;0.426;0.094;85;>10.0;>10.0;0.000950;0.110;100.000;9.635;0.10820
10279;INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEMISTRY;INDIAN J CHEM B;0376-4699;2,112;0.471;0.387;0.590;0.075;106;>10.0;>10.0;0.000870;0.094;100.000;2.542;0.09935
10279;Journal of Public Economic Theory;J PUBLIC ECON THEORY;1097-3923;362;0.471;0.435;0.630;0.214;42;7.6;>10.0;0.001810;0.574;100.000;25.362;0.20578
10279;MICROPROCESSORS AND MICROSYSTEMS;MICROPROCESS MICROSY;0141-9331;413;0.471;0.386;0.571;0.018;112;6.4;7.4;0.000980;0.192;99.110;13.113;0.11165
10282;MATHEMATICA SCANDINAVICA;MATH SCAND;0025-5521;968;0.470;0.470;0.517;0.133;30;>10.0;>10.0;0.001580;0.600;100.000;30.288;0.17991
10283;ACTA MATHEMATICA HUNGARICA;ACTA MATH HUNG;0236-5294;1,306;0.469;0.427;0.417;0.02;101;>10.0;>10.0;0.002830;0.352;100.000;29.968;0.32297
10283;Acta Dermatovenerologica Croatica;ACTA DERMATOVENER CR;1330-027X;228;0.469;0.469;0.643;0.0;37;5.6;8.8;0.000480;0.161;94.590;5.738;0.05451
10283;BRITISH JOURNAL OF GUIDANCE & COUNSELLING;BRIT J GUID COUNS;0306-9885;505;0.469;0.321;0.645;0.053;38;9.7;9.1;0.000430;0.166;100.000;12.025;0.04912
10283;FOLIA MORPHOLOGICA;FOLIA MORPHOL;0015-5659;479;0.469;0.352;0.517;0.107;84;8.8;>10.0;0.000520;0.116;89.290;11.905;0.05901
10283;INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION;INT J ALGEBR COMPUT;0218-1967;500;0.469;0.438;0.536;0.071;56;8.2;>10.0;0.003150;0.631;100.000;29.968;0.35910
10283;International Review of Research in Developmental Disabilities;INT REV RES DEV DISA;2211-6095;38;0.469;0.375;0.524;0.385;13;Not Available;7.9;0.000170;0.179;92.310;17.054;0.01948
10283;JOURNAL OF THE ASTRONAUTICAL SCIENCES;J ASTRONAUT SCI;0021-9142;684;0.469;0.449;0.925;0.75;4;>10.0;Not Available;0.000640;0.350;100.000;25.000;0.07247
